ID_Cliente,FechaCompra,CategoriaProducto,Cantidad,ValorUnitario,Descuento
C0054,2025-10-29,Moda,3,44647.0,0.1
C0054,2025-03-27,Hogar,2,38886.0,0.1
C0054,2025-01-14,Tecnología,2,179492.0,0.0
C0054,2025-08-31,Moda,1,44880.0,0.0
C0055,2025-02-07,Alimentos,4,25127.0,0.0
C0055,2025-03-12,Alimentos,1,284840.0,0.0
C0055,2025-07-05,Alimentos,4,261160.0,0.05
C0055,2025-06-08,Alimentos,4,73451.0,0.0
C0055,2025-06-01,Servicios,4,310697.0,0.0
C0055,2025-12-22,Moda,4,163617.0,0.0
C0056,2025-09-08,Alimentos,3,80041.0,0.0
C0056,2025-06-10,Tecnología,2,125816.0,0.0
C0057,2025-03-02,Hogar,2,60234.0,0.0
C0057,2025-09-11,Servicios,2,30546.0,0.1
C0057,2025-02-04,Hogar,3,213619.0,0.0
C0057,2025-02-18,Servicios,2,203833.0,0.05
C0057,2025-05-06,Hogar,3,29052.0,0.0
C0058,2025-03-25,Tecnología,4,157965.0,0.0
C0058,2025-12-08,Alimentos,3,67217.0,0.1
C0058,2025-12-02,Hogar,1,172306.0,0.0
C0059,2025-01-21,Alimentos,2,28969.0,0.0
C0059,2025-06-09,Moda,4,156763.0,0.0
C0059,2025-05-22,Tecnología,1,55882.0,0.0
C0060,2025-12-07,Alimentos,1,161215.0,0.0
C0060,2025-07-15,Hogar,1,268622.0,0.05
C0060,2025-03-02,Servicios,2,136695.0,0.0
C0061,2025-03-06,Hogar,1,221090.0,0.15
C0061,2025-03-07,Hogar,2,77727.0,0.05
C0061,2025-12-10,Alimentos,3,55855.0,0.1
C0062,2025-03-09,Alimentos,2,200493.0,0.0
C0062,2025-09-27,Moda,1,26852.0,0.1
C0062,2025-03-07,Tecnología,4,246866.0,0.0
C0063,2025-10-06,Tecnología,3,39931.0,0.0
C0063,2025-09-24,Alimentos,2,140057.0,0.05
C0064,2025-02-11,Alimentos,4,291826.0,0.0
C0064,2025-12-31,Moda,3,41289.0,0.05
C0064,2025-08-08,Tecnología,3,205750.0,0.1
C0064,2025-04-11,Alimentos,2,309276.0,0.15
C0065,2025-01-21,Servicios,2,149860.0,0.2
C0065,2025-02-28,Moda,1,22180.0,0.0
C0065,2025-06-03,Servicios,3,177253.0,0.0
C0065,2025-05-14,Moda,4,149427.0,0.15
C0066,2025-05-11,Alimentos,4,229876.0,0.1
C0066,2025-09-05,Hogar,2,23649.0,0.0
C0067,2025-10-06,Tecnología,1,124622.0,0.2
C0067,2025-10-16,Alimentos,1,44102.0,0.1
C0069,2025-09-04,Moda,4,47478.0,0.0
C0069,2025-07-10,Servicios,3,24289.0,0.1
C0070,2025-04-10,Servicios,4,250540.0,0.2
C0070,2025-11-30,Moda,4,21670.0,0.1
C0070,2025-06-03,Tecnología,3,303577.0,0.1
C0070,2025-07-20,Alimentos,4,222322.0,0.1
C0070,2025-09-08,Alimentos,3,24065.0,0.15
C0070,2025-04-30,Servicios,1,106634.0,0.0
C0070,2025-11-16,Tecnología,4,116461.0,0.05
C0070,2025-08-15,Tecnología,3,286819.0,0.0
C0070,2025-03-09,Alimentos,4,50270.0,0.05
C0070,2025-04-30,Servicios,2,24103.0,0.0
C0070,2025-09-24,Hogar,1,157582.0,0.15
C0071,2025-11-20,Moda,1,54072.0,0.05
C0071,2025-10-28,Alimentos,2,124293.0,0.0
C0072,2025-01-21,Moda,2,139863.0,0.05
C0072,2025-11-07,Alimentos,4,120457.0,0.05
C0073,2025-09-19,Tecnología,2,21648.0,0.05
C0073,2025-10-10,Moda,4,55738.0,0.0
C0073,2025-08-29,Moda,4,273578.0,0.0
C0073,2025-11-08,Tecnología,1,153396.0,0.0
C0073,2025-07-09,Moda,4,115676.0,0.05
C0074,2025-08-21,Tecnología,4,173488.0,0.1
C0074,2025-10-04,Moda,3,21547.0,0.1
C0074,2025-05-27,Moda,1,229020.0,0.0
C0075,2025-09-07,Servicios,4,27614.0,0.0
C0075,2025-08-03,Tecnología,3,134956.0,0.0
C0075,2025-06-10,Alimentos,2,161714.0,0.0
C0075,2025-03-25,Tecnología,1,105849.0,0.0
C0075,2025-09-15,Servicios,1,44765.0,0.05
C0075,2025-09-23,Hogar,3,224074.0,0.0
C0076,2025-04-27,Hogar,1,295402.0,0.2
C0077,2025-12-23,Servicios,2,23411.0,0.05
C0077,2025-10-21,Alimentos,1,297684.0,0.0
C0077,2025-03-14,Servicios,2,48875.0,0.0
C0077,2025-10-15,Moda,3,129805.0,0.1
C0079,2025-11-09,Alimentos,4,26508.0,0.05
C0080,2025-11-17,Tecnología,3,118309.0,0.05
C0080,2025-05-06,Moda,1,28021.0,0.05
C0081,2025-07-23,Tecnología,3,110033.0,0.2
C0082,2025-02-14,Alimentos,2,65348.0,0.15
C0082,2025-08-22,Moda,2,288121.0,0.05
C0083,2025-03-28,Alimentos,2,128178.0,0.0
C0083,2025-02-28,Alimentos,1,222893.0,0.1
C0083,2025-03-10,Servicios,1,26573.0,0.0
C0083,2025-11-05,Moda,3,69473.0,0.1
C0084,2025-05-19,Alimentos,3,27055.0,0.0
C0084,2025-04-21,Hogar,3,121285.0,0.2
C0084,2025-09-09,Hogar,4,269438.0,0.05
C0084,2025-06-14,Servicios,4,142923.0,0.1
C0085,2025-09-03,Moda,3,104772.0,0.1
C0085,2025-02-15,Hogar,4,227380.0,0.05
C0085,2025-10-31,Alimentos,4,143450.0,0.05
C0085,2025-09-07,Alimentos,2,65190.0,0.1
C0085,2025-07-22,Tecnología,3,51313.0,0.15
C0085,2025-08-07,Hogar,4,76359.0,0.05
C0086,2025-12-03,Tecnología,1,68233.0,0.0
C0086,2025-11-21,Servicios,3,234575.0,0.1
C0086,2025-04-24,Servicios,2,83917.0,0.05
C0086,2025-11-16,Servicios,4,140613.0,0.0
C0087,2025-01-19,Hogar,4,53162.0,0.0
C0087,2025-05-15,Moda,1,142039.0,0.1
C0088,2025-07-07,Tecnología,3,29709.0,0.05
C0089,2025-09-17,Moda,3,77199.0,0.05
C0089,2025-10-17,Servicios,1,74132.0,0.0
C0091,2025-01-13,Alimentos,2,81998.0,0.15
C0091,2025-02-24,Moda,2,194995.0,0.15
C0091,2025-08-21,Servicios,1,168453.0,0.0
C0092,2025-02-22,Alimentos,1,81210.0,0.0
C0092,2025-04-29,Hogar,2,51241.0,0.0
C0092,2025-02-18,Tecnología,3,26361.0,0.0
C0092,2025-04-06,Tecnología,3,46655.0,0.0
C0092,2025-11-16,Servicios,4,82648.0,0.0
C0092,2025-05-17,Moda,2,129447.0,0.15
C0092,2025-11-03,Servicios,3,25023.0,0.2
C0092,2025-06-28,Servicios,1,39011.0,0.05
C0092,2025-11-12,Moda,1,40754.0,0.0
C0092,2025-08-23,Servicios,1,24034.0,0.0
C0093,2025-10-31,Alimentos,4,26010.0,0.0
C0093,2025-09-13,Moda,4,21774.0,0.1
C0093,2025-07-29,Servicios,1,142817.0,0.0
C0093,2025-11-25,Moda,2,234074.0,0.1
C0093,2025-06-22,Servicios,2,22616.0,0.1
C0093,2025-10-01,Moda,4,276983.0,0.0
C0094,2025-09-09,Moda,3,157183.0,0.0
C0094,2025-05-18,Servicios,4,202539.0,0.0
C0095,2025-04-21,Tecnología,4,239168.0,0.1
C0095,2025-08-16,Hogar,4,50446.0,0.0
C0095,2025-06-05,Tecnología,4,148849.0,0.0
C0095,2025-06-30,Hogar,3,249273.0,0.0
C0096,2025-02-24,Hogar,3,132809.0,0.05
C0096,2025-07-27,Moda,1,128322.0,0.15
C0097,2025-02-28,Alimentos,4,79384.0,0.2
C0097,2025-08-14,Alimentos,1,124743.0,0.0
C0097,2025-03-31,Tecnología,3,191213.0,0.1
C0097,2025-11-27,Alimentos,2,23300.0,0.1
C0097,2025-07-18,Hogar,1,53499.0,0.0
C0098,2025-06-23,Hogar,2,30556.0,0.05
C0098,2025-12-27,Moda,4,254064.0,0.0
C0098,2025-08-14,Servicios,2,222286.0,0.05
C0098,2025-03-03,Hogar,2,41496.0,0.05
C0098,2025-01-03,Servicios,4,145088.0,0.1
C0098,2025-07-28,Moda,1,53618.0,0.0
C0098,2025-03-11,Tecnología,4,147669.0,0.2
C0098,2025-11-16,Moda,2,269454.0,0.0
C0098,2025-03-30,Hogar,3,274734.0,0.2
C0098,2025-09-17,Alimentos,3,218369.0,0.2
C0098,2025-04-17,Moda,1,55657.0,0.0
C0099,2025-02-08,Tecnología,3,129124.0,0.1
C0099,2025-03-27,Alimentos,1,153651.0,0.0
C0099,2025-06-05,Hogar,3,60790.0,0.1
C0100,2025-08-16,Tecnología,2,86236.0,0.05
C0100,2025-03-30,Servicios,3,27604.0,0.0
C0100,2025-04-04,Moda,3,25694.0,0.0
C0100,2025-01-17,Hogar,1,120544.0,0.05
C0100,2025-03-23,Alimentos,1,54490.0,0.15
C0100,2025-04-26,Hogar,3,80550.0,0.0
C0100,2025-07-12,Tecnología,2,50482.0,0.0
C0101,2025-05-12,Hogar,4,41934.0,0.05
C0101,2025-02-10,Moda,4,233208.0,0.0
C0101,2025-11-20,Hogar,3,73694.0,0.0
C0101,2025-10-07,Moda,4,205326.0,0.1
C0101,2025-01-24,Hogar,4,73938.0,0.05
C0101,2025-06-30,Alimentos,3,155705.0,0.0
C0101,2025-11-14,Tecnología,1,182993.0,0.05
C0101,2025-12-23,Tecnología,2,213509.0,0.0
C0101,2025-06-28,Alimentos,4,112766.0,0.1
C0101,2025-08-27,Tecnología,1,183429.0,0.0
C0102,2025-02-16,Alimentos,3,251820.0,0.05
C0102,2025-08-29,Moda,3,51018.0,0.0
C0102,2025-09-12,Tecnología,1,77096.0,0.05
C0103,2025-12-23,Tecnología,1,22971.0,0.2
C0103,2025-03-29,Hogar,4,81999.0,0.0
C0103,2025-06-16,Servicios,2,23991.0,0.1
C0104,2025-09-19,Alimentos,4,214671.0,0.1
C0105,2025-09-28,Alimentos,4,120449.0,0.0
C0105,2025-03-19,Hogar,1,296828.0,0.0
C0105,2025-08-04,Moda,1,79273.0,0.05
C0105,2025-06-17,Moda,1,24338.0,0.05
C0107,2025-01-22,Moda,1,158104.0,0.0
C0107,2025-04-24,Moda,3,42705.0,0.0
C0107,2025-04-23,Alimentos,2,175088.0,0.0
C0107,2025-04-07,Servicios,1,121417.0,0.0
C0107,2025-02-28,Tecnología,2,46040.0,0.1
C0107,2025-07-16,Moda,2,249892.0,0.2
C0107,2025-05-21,Alimentos,2,290600.0,0.1
C0107,2025-09-05,Alimentos,1,55193.0,0.15
C0109,2025-02-27,Servicios,4,268050.0,0.0
C0109,2025-08-07,Tecnología,4,76454.0,0.05
C0110,2025-02-10,Alimentos,4,76962.0,0.05
C0110,2025-11-05,Hogar,2,69951.0,0.05
C0110,2025-03-14,Tecnología,4,243791.0,0.0
C0110,2025-09-15,Servicios,4,22421.0,0.0
C0110,2025-11-05,Moda,2,84224.0,0.0
C0110,2025-10-05,Alimentos,2,280511.0,0.0
C0110,2025-10-28,Alimentos,3,26670.0,0.2
C0110,2025-05-18,Alimentos,1,197442.0,0.1
C0111,2025-10-10,Hogar,3,137922.0,0.15
C0111,2025-09-28,Alimentos,1,79757.0,0.0
C0112,2025-09-02,Alimentos,3,23394.0,0.0
C0112,2025-10-17,Moda,1,51439.0,0.05
C0112,2025-11-27,Hogar,2,54179.0,0.0
C0112,2025-06-13,Moda,3,209647.0,0.0
C0112,2025-12-24,Tecnología,3,74101.0,0.0
C0113,2025-10-11,Tecnología,2,200985.0,0.1
C0113,2025-12-07,Hogar,1,42721.0,0.1
C0113,2025-06-17,Alimentos,2,108931.0,0.1
C0114,2025-07-24,Alimentos,2,186806.0,0.0
C0114,2025-07-26,Tecnología,3,70971.0,0.1
C0114,2025-04-12,Servicios,4,158075.0,0.0
C0115,2025-07-15,Alimentos,4,73920.0,0.05
C0115,2025-10-04,Servicios,3,53164.0,0.1
C0115,2025-11-07,Servicios,4,247942.0,0.05
C0115,2025-10-22,Tecnología,1,218056.0,0.0
C0115,2025-04-19,Moda,3,264660.0,0.1
C0116,2025-10-12,Servicios,3,204979.0,0.0
C0116,2025-04-22,Servicios,1,204749.0,0.1
C0116,2025-01-18,Tecnología,2,25392.0,0.1
C0116,2025-05-02,Hogar,3,129943.0,0.0
C0117,2025-04-28,Alimentos,4,75093.0,0.0
C0117,2025-01-19,Moda,2,41340.0,0.05
C0117,2025-05-21,Tecnología,2,191340.0,0.0
C0117,2025-09-02,Servicios,1,47471.0,0.0
C0118,2025-10-09,Alimentos,4,28563.0,0.1
C0118,2025-11-08,Tecnología,1,29992.0,0.0
C0118,2025-12-30,Moda,2,26566.0,0.05
C0118,2025-05-27,Hogar,1,187873.0,0.0
C0118,2025-01-30,Tecnología,4,54482.0,0.0
C0118,2025-08-12,Alimentos,3,28681.0,0.15
C0118,2025-04-26,Tecnología,1,185434.0,0.05
C0118,2025-12-01,Alimentos,4,193252.0,0.0
C0118,2025-12-05,Moda,2,249753.0,0.0
C0118,2025-03-03,Alimentos,3,136691.0,0.1
C0119,2025-08-23,Hogar,2,24982.0,0.05
C0122,2025-11-10,Servicios,4,178215.0,0.1
C0122,2025-07-28,Moda,1,76873.0,0.1
C0123,2025-10-04,Hogar,4,48669.0,0.05
C0123,2025-11-28,Hogar,1,204320.0,0.0
C0123,2025-04-14,Moda,1,168474.0,0.0
C0123,2025-07-23,Hogar,4,64762.0,0.0
C0123,2025-01-02,Hogar,4,82511.0,0.1
C0124,2025-04-20,Servicios,3,141541.0,0.0
C0124,2025-07-26,Alimentos,4,291171.0,0.1
C0124,2025-12-06,Alimentos,1,112427.0,0.05
C0124,2025-01-22,Servicios,1,82581.0,0.05
C0124,2025-10-29,Hogar,4,255398.0,0.0
C0124,2025-08-20,Servicios,3,212430.0,0.15
C0124,2025-11-27,Tecnología,2,157842.0,0.0
C0124,2025-10-03,Alimentos,3,206869.0,0.1
C0125,2025-09-10,Servicios,1,60128.0,0.0
C0125,2025-10-31,Servicios,3,213938.0,0.1
C0125,2025-04-24,Tecnología,4,103869.0,0.15
C0126,2025-01-25,Alimentos,1,207485.0,0.0
C0126,2025-03-15,Servicios,3,23539.0,0.05
C0126,2025-05-19,Hogar,3,127329.0,0.0
C0126,2025-02-20,Servicios,4,49941.0,0.1
C0127,2025-06-04,Hogar,4,64186.0,0.05
C0127,2025-02-28,Tecnología,1,240029.0,0.0
C0127,2025-03-05,Alimentos,1,104032.0,0.05
C0128,2025-04-22,Tecnología,3,79090.0,0.15
C0128,2025-04-28,Alimentos,2,266094.0,0.05
C0129,2025-01-08,Servicios,4,39772.0,0.05
C0129,2025-04-26,Moda,3,223285.0,0.1
C0129,2025-06-04,Servicios,3,31222.0,0.0
C0129,2025-08-22,Tecnología,3,25900.0,0.15
C0129,2025-08-10,Alimentos,4,223225.0,0.1
C0129,2025-03-05,Hogar,2,159127.0,0.0
C0129,2025-03-12,Alimentos,2,46799.0,0.0
C0129,2025-08-04,Hogar,4,123046.0,0.05
C0130,2025-12-26,Moda,2,169740.0,0.0
C0130,2025-02-08,Alimentos,1,134352.0,0.0
C0130,2025-04-11,Hogar,2,109052.0,0.0
C0131,2025-10-05,Hogar,3,75275.0,0.1
C0132,2025-12-21,Alimentos,4,125416.0,0.0
C0132,2025-09-04,Hogar,1,43325.0,0.0
C0132,2025-10-05,Servicios,1,50260.0,0.1
C0133,2025-03-23,Servicios,4,26176.0,0.05
C0133,2025-07-30,Alimentos,3,29848.0,0.0
C0133,2025-10-22,Alimentos,3,26389.0,0.15
C0133,2025-12-31,Tecnología,1,189731.0,0.1
C0133,2025-07-07,Hogar,2,235483.0,0.05
C0133,2025-10-08,Servicios,4,63454.0,0.05
C0133,2025-08-08,Servicios,2,65624.0,0.0
C0134,2025-07-04,Moda,2,84532.0,0.0
C0134,2025-11-11,Servicios,3,165609.0,0.1
C0134,2025-10-14,Servicios,2,113984.0,0.0
C0134,2025-01-13,Servicios,3,52517.0,0.05
C0135,2025-08-07,Servicios,3,273494.0,0.15
C0135,2025-04-21,Moda,1,186574.0,0.1
C0135,2025-09-29,Hogar,2,47483.0,0.1
C0135,2025-01-13,Hogar,1,295255.0,0.0
C0135,2025-04-04,Servicios,4,26356.0,0.05
C0136,2025-06-29,Tecnología,1,146562.0,0.2
C0136,2025-02-13,Moda,3,42129.0,0.0
C0136,2025-05-20,Tecnología,1,303997.0,0.0
C0137,2025-08-09,Servicios,1,249089.0,0.0
C0137,2025-07-11,Moda,2,24078.0,0.0
C0137,2025-12-10,Tecnología,1,67726.0,0.0
C0137,2025-12-25,Alimentos,3,27784.0,0.0
C0137,2025-01-28,Hogar,2,216710.0,0.1
C0137,2025-08-06,Tecnología,3,148241.0,0.0
C0137,2025-10-15,Tecnología,1,131889.0,0.2
C0138,2025-12-26,Moda,4,22140.0,0.2
C0139,2025-05-22,Servicios,1,41659.0,0.0
C0139,2025-04-28,Hogar,1,49905.0,0.0
C0139,2025-07-30,Moda,4,161265.0,0.2
C0139,2025-04-23,Moda,4,27885.0,0.0
C0139,2025-06-11,Hogar,4,145640.0,0.0
